League,Season,Stage,Player,Team,GP,MIN,FGM,FGA,3PM,3PA,FTM,FTA,TOV,PF,ORB,DRB,REB,AST,STL,BLK,PTS,birth_year,birth_month,birth_date,height,height_cm,weight,weight_kg,nationality,high_school,draft_round,draft_pick,draft_team,position
Greek-HEBA-A1,2019 - 2020,International,Linos Chrysikopoulos,ATH,20,377.4,151,55,0.482,24,0.407,17,0.85,10,31,41,19,11,2,16,55,1992,Dec,"Dec 1, 1992",6-9,206,209,95,Greece,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Zane Knowles,PAOK,16,318.2,150,62,0.633,0,0.0,26,0.441,51,73,124,8,3,9,31,44,1992,Feb,"Feb 17, 1992",6-10,208,240,109,Bahamas,Champagnat Catholic School High School,,,,FC
Greek-HEBA-A1,2019 - 2020,International,Wesley Johnson,PAN,18,399.6,148,54,0.568,28,0.528,12,0.706,12,49,61,31,16,10,9,31,1987,Jul,"Jul 11, 1987",6-7,201,215,98,United States,Corsicana High School,1,4,Minnesota Timberwolves,GF
Greek-HEBA-A1,2019 - 2020,International,Evangelos Margaritis,PAOK,20,442.5,145,45,0.341,14,0.304,41,0.837,25,75,100,35,19,3,37,50,1982,Dec,"Dec 5, 1982",6-8,203,245,111,Greece,,,,,FC
Greek-HEBA-A1,2019 - 2020,International,Rickey McGill,PAI,19,465.5,145,51,0.378,10,0.238,33,0.75,16,36,52,67,29,3,28,47,1997,Jun,"Jun 19, 1997",6-1,185,175,79,United States,Spring Valley High School,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Johnny Berhanemeskel,ERMI,13,328.6,144,51,0.411,19,0.328,23,0.821,6,27,33,29,13,0,21,16,1992,Oct,"Oct 30, 1992",6-1,185,174,79,Canada / Eritrea,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Oleksandr Lypovyy,PROM,18,441.5,139,52,0.374,26,0.286,9,0.45,22,39,61,29,15,4,20,46,1991,Oct,"Oct 9, 1991",6-7,201,176,80,Ukraine,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Jonas Maciulis,ATH,20,459.3,138,41,0.373,18,0.305,38,0.809,28,57,85,17,14,7,23,54,1985,Feb,"Feb 10, 1985",6-7,201,225,102,Lithuania,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Charis Giannopoulos,ATH,19,284.2,138,45,0.474,30,0.417,18,1.0,4,37,41,7,7,2,11,23,1989,Jul,"Jul 13, 1989",6-7,201,190,86,Greece,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Mario Little,LAR,14,304.0,138,47,0.412,24,0.358,20,0.741,5,24,29,24,8,0,14,40,1987,Dec,"Dec 29, 1987",6-6,198,218,99,United States / Finland,Washington Community High School,,,,GF
Greek-HEBA-A1,2019 - 2020,International,Vasilis Mouratos,LAV,20,465.9,135,41,0.36,2,0.083,51,0.75,4,56,60,58,17,1,34,54,1997,Nov,"Nov 24, 1997",6-4,193,192,87,Greece,,,,,G
Greek-HEBA-A1,2019 - 2020,International,Fotios Lampropoulos,PAI,13,320.9,134,54,0.514,8,0.32,18,0.643,20,49,69,20,13,4,30,33,1983,Sep,"Sep 11, 1983",6-9,206,225,102,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Vlad Moldoveanu,LAR,18,369.6,134,38,0.373,23,0.315,35,0.761,11,47,58,14,9,2,19,49,1988,Feb,"Feb 11, 1988",6-10,208,223,101,Romania,St. John's College High School,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Stavros Toutziarakis,KOL,20,313.3,132,44,0.55,0,0.0,44,0.579,21,60,81,15,6,5,28,65,1987,Nov,"Nov 5, 1987",6-11,211,230,104,Greece,,,,,C
Greek-HEBA-A1,2019 - 2020,International,Nick Calathes,PAN,19,322.5,130,46,0.418,26,0.419,12,0.8,7,58,65,137,28,1,36,38,1989,Feb,"Feb 7, 1989",6-6,198,213,97,United States / Greece,Lake Howell High School,2,15,Minnesota Timberwolves,PG
Greek-HEBA-A1,2019 - 2020,International,Michalis Tsairelis,LAR,20,358.4,130,47,0.416,4,0.267,32,0.653,17,41,58,15,7,5,27,47,1988,Feb,"Feb 23, 1988",6-10,208,225,102,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Panagiotis Vasilopoulos,PER,18,433.7,128,42,0.416,20,0.357,24,0.75,14,44,58,34,25,3,34,38,1984,Feb,"Feb 8, 1984",6-8,203,235,107,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Darnell Harris,ERMI,18,476.4,128,40,0.333,26,0.299,22,0.71,20,41,61,24,10,1,18,57,1992,Feb,"Feb 2, 1992",6-8,203,220,100,United States,Alexander Hamilton High School,,,,F
Greek-HEBA-A1,2019 - 2020,International,Langston Hall,PROM,13,311.6,124,40,0.388,13,0.317,31,0.795,8,26,34,80,12,1,25,21,1991,Nov,"Nov 1, 1991",6-4,193,180,82,United States,Chamblee Charter High School,,,,G
Greek-HEBA-A1,2019 - 2020,International,Tyrone Brazelton,KOL,19,371.2,124,42,0.408,18,0.409,22,0.759,8,37,45,65,10,0,35,53,1986,Mar,"Mar 30, 1986",6-0,183,180,82,United States,Rich Central High School,,,,G
Greek-HEBA-A1,2019 - 2020,International,Travis Daniels,KOL,20,422.8,123,42,0.483,9,0.409,30,0.811,27,74,101,9,8,7,16,44,1992,Jan,"Jan 25, 1992",6-8,203,219,99,United States / Canada,Russellville High School,,,,GF
Greek-HEBA-A1,2019 - 2020,International,JeQuan Lewis,PAOK,13,306.3,123,37,0.398,16,0.4,33,0.868,1,17,18,69,18,1,38,43,1994,Sep,"Sep 7, 1994",6-0,183,170,77,United States,Dickson County High School,,,,G
Greek-HEBA-A1,2019 - 2020,International,Malik Dime,LAV,14,263.6,119,47,0.627,0,0.0,25,0.833,33,43,76,4,5,19,7,38,1992,Oct,"Oct 6, 1992",6-11,211,220,100,Senegal,New Hope Christian Academy,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Chase Fieler,PROM,14,290.9,118,43,0.467,18,0.367,14,0.609,12,25,37,27,14,5,18,34,1992,Jun,"Jun 10, 1992",6-8,203,205,93,United States,Parkersburg High School,,,,F
Greek-HEBA-A1,2019 - 2020,International,Dimitrios Katsivelis,PROM,18,320.3,117,38,0.452,15,0.375,26,0.765,5,30,35,44,13,1,22,40,1991,Oct,"Oct 1, 1991",6-5,196,210,95,Greece,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Howard Sant-Roos,ATH,13,401.4,117,40,0.404,13,0.325,24,0.667,15,66,81,44,29,2,16,24,1991,Feb,"Feb 13, 1991",6-7,201,180,82,Cuba,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Zisis Sarikopoulos,PAOK,20,330.5,115,46,0.523,0,0.0,23,0.742,39,67,106,17,5,7,18,42,1990,May,"May 31, 1990",7-0,213,265,120,Greece,,,,,C
Greek-HEBA-A1,2019 - 2020,International,Ioannis Kouzeloglou,LAV,19,345.2,114,38,0.427,7,0.28,31,0.795,23,74,97,3,11,0,17,25,1995,Apr,"Apr 1, 1995",6-8,203,202,92,Greece,,,,,F
Greek-HEBA-A1,2019 - 2020,International,Chris Babb,PROM,17,375.0,111,35,0.333,27,0.3,14,0.824,5,40,45,17,13,0,10,19,1990,Feb,"Feb 14, 1990",6-5,196,225,102,United States,The Oakridge School,,,,G
Greek-HEBA-A1,2019 - 2020,International,Teddy Okereafor,IRAK,18,374.4,109,36,0.383,17,0.347,20,0.769,11,34,45,60,20,3,21,42,1992,Nov,"Nov 11, 1992",6-4,193,200,91,England,Christchurch School,,,,G
Greek-HEBA-A1,2019 - 2020,International,Malcolm Griffin,KOL,11,257.7,106,40,0.449,6,0.25,20,0.8,4,27,31,39,24,1,18,45,1991,Aug,"Aug 10, 1991",6-4,193,210,95,United States,Hyde Park Career Academy,,,,G
Greek-HEBA-A1,2019 - 2020,International,Apollona Tsochlas,PAOK,20,298.6,106,38,0.427,18,0.321,12,0.667,2,12,14,38,7,0,27,53,1983,Aug,"Aug 20, 1983",6-3,191,195,88,Greece,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Nikos Gkikas,ATH,15,250.5,105,39,0.438,20,0.435,7,1.0,7,17,24,36,15,0,12,24,1990,Nov,"Nov 22, 1990",6-1,185,178,81,Greece,,,,,G
Greek-HEBA-A1,2019 - 2020,International,Brayon Blake,PER,17,300.9,104,34,0.459,14,0.368,22,0.71,13,52,65,15,12,5,10,27,1995,Dec,"Dec 8, 1995",6-7,201,220,100,United States,Garfield High School,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Cliff Hammonds,LAR,19,509.4,102,38,0.365,21,0.309,5,0.333,7,38,45,49,21,1,30,44,1985,Dec,"Dec 18, 1985",6-3,191,200,91,United States,Cairo High School,,,,G
Greek-HEBA-A1,2019 - 2020,International,Michalis Pelekanos,LAR,19,284.5,101,39,0.459,16,0.372,7,0.636,7,31,38,6,9,6,4,43,1981,May,"May 25, 1981",6-6,198,220,100,Greece,,,,,G
Greek-HEBA-A1,2019 - 2020,International,Jehyve Floyd,ERMI,20,376.0,101,41,0.651,0,0.0,19,0.559,34,66,100,15,5,44,11,50,1997,Jun,"Jun 27, 1997",6-8,203,240,109,United States,Sayreville War Memorial High School,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Christos Saloustros,PER,18,284.5,101,37,0.493,12,0.364,15,0.714,10,44,54,13,12,0,9,19,1990,Mar,"Mar 29, 1990",6-7,201,205,93,Greece,,,,,F
Greek-HEBA-A1,2019 - 2020,International,Giannis Dimakos,IONI,19,271.5,97,33,0.423,14,0.389,17,0.739,4,24,28,17,9,1,13,31,1994,Apr,"Apr 21, 1994",6-4,193,210,95,Greece,,,,,G
Greek-HEBA-A1,2019 - 2020,International,Ramon Harris,RETH,19,516.9,96,36,0.316,24,0.279,0,0.0,7,85,92,29,17,3,20,41,1988,May,"May 26, 1988",6-7,201,220,100,United States,West Anchorage High School,,,,F
Greek-HEBA-A1,2019 - 2020,International,Muhamed Pasalic,PAI,11,319.7,96,26,0.433,19,0.487,25,0.962,5,18,23,53,8,0,23,28,1987,Aug,"Aug 27, 1987",6-4,193,186,84,Bosnia and Herzegovina,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Dimitris Moraitis,KOL,20,286.2,95,33,0.429,13,0.283,16,0.593,3,33,36,43,17,2,25,39,1999,Feb,"Feb 3, 1999",6-4,193,172,78,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Gerald Robinson,PROM,10,212.0,94,34,0.453,11,0.458,15,0.75,3,18,21,18,11,0,19,16,1989,Feb,"Feb 10, 1989",6-1,185,177,80,United States,Martin Luther King Magnet,,,,G
Greek-HEBA-A1,2019 - 2020,International,Michalis Kamperidis,RETH,19,285.1,93,29,0.33,13,0.245,22,0.629,11,48,59,12,5,1,14,33,1994,Apr,"Apr 24, 1994",6-9,206,240,109,Greece,,,,,F
Greek-HEBA-A1,2019 - 2020,International,Ty Outlaw,LAV,19,304.7,92,32,0.376,25,0.342,3,0.75,5,36,41,5,7,3,4,26,1995,Aug,"Aug 19, 1995",6-6,198,220,100,United States,Person County High School,,,,GF
Greek-HEBA-A1,2019 - 2020,International,Spyridon Mourtos,LAR,20,356.5,91,29,0.326,2,0.077,31,0.816,11,45,56,30,6,0,25,50,1990,Dec,"Dec 5, 1990",6-6,198,185,84,Greece,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Malcolm Lee,RETH,16,368.7,91,32,0.36,5,0.238,22,0.55,21,55,76,35,14,5,25,45,1990,May,"May 22, 1990",6-5,196,200,91,United States,John W. North High School,2,13,Chicago Bulls,G
Greek-HEBA-A1,2019 - 2020,International,Nikos Pappas,PAN,13,224.3,90,27,0.435,14,0.412,22,0.71,2,15,17,36,10,3,18,26,1990,Jul,"Jul 11, 1990",6-4,193,200,91,Greece,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Sarantis Mastrogiannopoulos,LAV,20,286.7,90,30,0.313,10,0.222,20,0.833,15,15,30,23,12,1,19,26,1997,Dec,"Dec 3, 1997",6-2,188,192,87,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Petros Geromichalos,LAV,20,325.4,86,30,0.469,4,0.267,22,0.688,32,39,71,9,17,5,10,51,1994,Jun,"Jun 9, 1994",6-8,203,240,109,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Vasilis Toliopoulos,ATH,17,217.7,86,26,0.394,13,0.295,21,1.0,3,17,20,19,6,0,23,26,1996,Jun,"Jun 15, 1996",6-2,188,175,79,Greece,,,,,G
Greek-HEBA-A1,2019 - 2020,International,Georgios Kamperidis,PAI,20,269.6,85,27,0.351,19,0.311,12,0.571,8,25,33,8,11,2,7,29,1999,Oct,"Oct 1, 1999",6-8,203,210,95,Greece,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Eugene Lawrence,IONI,13,378.4,84,27,0.365,11,0.262,19,0.76,14,35,49,56,17,3,17,29,1986,Jun,"Jun 22, 1986",6-1,185,210,95,United States,Abraham Lincoln High School,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Anthony Lee,PAI,11,181.3,83,35,0.593,0,0.0,13,0.52,16,42,58,3,2,7,14,28,1991,May,"May 24, 1991",6-9,206,240,109,United States,West Oak Academy,,,,F
Greek-HEBA-A1,2019 - 2020,International,Scoochie Smith,PER,12,207.6,81,29,0.453,15,0.6,8,0.8,1,20,21,38,7,0,16,16,1994,Nov,"Nov 11, 1994",6-2,188,180,82,United States,Putnam Science Academy,,,,G
Greek-HEBA-A1,2019 - 2020,International,David Haughton,RETH,19,277.1,80,31,0.508,0,0.0,18,0.621,49,35,84,8,5,7,11,50,1991,Aug,"Aug 1, 1991",6-6,198,210,95,United States,Woodlands High School,,,,F
Greek-HEBA-A1,2019 - 2020,International,Toarlyn Fitzpatrick,ARI,13,207.8,80,32,0.395,15,0.357,1,0.5,10,33,43,8,6,5,11,28,1989,Sep,"Sep 4, 1989",6-9,206,245,111,United States,C. Leon King High School,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Marcus Slaughter,ATH,17,293.6,79,27,0.574,0,0.0,25,0.521,33,48,81,18,8,5,16,56,1985,Mar,"Mar 18, 1985",6-9,206,230,104,United States,John W. North High School,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Marcus Gilbert,LAR,15,201.3,79,25,0.347,16,0.308,13,0.867,7,25,32,2,4,3,9,14,1993,Jan,"Jan 1, 1993",6-6,198,185,84,United States,Academy of the New Church High School,,,,F
Greek-HEBA-A1,2019 - 2020,International,Dimitris Stamatis,LAR,17,240.3,79,25,0.455,12,0.343,17,0.944,6,21,27,24,12,2,17,33,1996,Jan,"Jan 12, 1996",6-4,193,190,86,Greece,Everial High School,,,,G
Greek-HEBA-A1,2019 - 2020,International,Roeland Schaftenaar,IONI,19,354.7,79,25,0.368,6,0.24,23,0.852,30,58,88,29,11,9,13,39,1988,Jul,"Jul 29, 1988",6-11,211,240,109,Netherlands,Gerrrit Rietveld College,,,,FC
Greek-HEBA-A1,2019 - 2020,International,Nikolaos Kamarianos,PAI,20,302.2,78,27,0.391,8,0.364,16,0.615,10,32,42,18,8,8,21,47,1997,Mar,"Mar 21, 1997",6-8,203,205,93,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Dimitris Flionis,ARI,19,369.3,77,29,0.341,13,0.295,6,0.545,7,36,43,40,16,2,17,56,1997,Apr,"Apr 8, 1997",6-3,191,185,84,Greece,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Dimitris Haritopoulos,LAR,16,236.4,77,26,0.4,11,0.333,14,0.636,6,32,38,15,5,0,15,30,1983,Nov,"Nov 14, 1983",6-9,206,220,100,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Dimitrios Kaklamanakis,ATH,17,238.0,75,28,0.5,0,0.0,19,0.704,17,31,48,7,9,6,15,45,1994,Sep,"Sep 1, 1994",6-9,206,210,95,Greece,,,,,C
Greek-HEBA-A1,2019 - 2020,International,Gaios Skordilis,PER,16,194.1,74,29,0.509,0,0.0,16,0.64,23,33,56,7,9,6,21,34,1987,Dec,"Dec 6, 1987",6-10,208,275,125,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Ian Vougioukas,PAN,16,160.6,73,28,0.549,3,0.429,14,0.778,9,27,36,17,0,5,8,18,1985,May,"May 31, 1985",6-10,208,270,122,Greece,,,,,FC
Greek-HEBA-A1,2019 - 2020,International,Georgios Tsalmpouris,KOL,11,209.2,71,25,0.431,12,0.375,9,0.75,7,15,22,8,4,3,6,22,1996,Jun,"Jun 22, 1996",7-2,218,217,98,Greece,Third High School,,,,FC
Greek-HEBA-A1,2019 - 2020,International,Diamantis Slaftsakis,ARI,20,241.5,70,29,0.446,1,0.125,11,0.458,17,35,52,13,14,5,15,41,1994,Jul,"Jul 27, 1994",6-7,201,195,88,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Ioannis Agravanis,PER,20,244.9,65,26,0.426,10,0.323,3,0.5,6,36,42,13,13,4,7,35,1998,Nov,"Nov 13, 1998",6-6,198,198,90,Greece,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Sotirios Manolopoulos,IRAK,18,259.0,63,21,0.333,18,0.346,3,0.5,4,43,47,9,7,5,10,38,1987,Nov,"Nov 10, 1987",6-10,208,205,93,Greece / Cyprus,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Milenko Tepic,IRAK,13,338.9,61,23,0.311,11,0.306,4,0.667,6,55,61,25,3,0,11,23,1987,Feb,"Feb 27, 1987",6-6,198,212,96,Serbia,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Thomas Kottas,IONI,16,191.0,61,17,0.362,0,0.0,27,0.711,20,19,39,10,3,8,23,29,1996,Apr,"Apr 27, 1996",6-10,208,250,113,Greece,,,,,C
Greek-HEBA-A1,2019 - 2020,International,Kostas Gontikas,PER,18,135.7,58,18,0.581,0,0.0,22,0.629,11,14,25,7,4,7,7,18,1994,Mar,"Mar 15, 1994",6-9,206,246,112,Greece,Athens College High School,,,,C
Greek-HEBA-A1,2019 - 2020,International,Darrius Garrett,IRAK,13,194.9,56,21,0.583,0,0.0,14,0.7,16,46,62,2,5,6,13,24,1990,Apr,"Apr 11, 1990",6-9,206,210,95,United States / Rwanda,McEachern High School,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Dimitris Mavroeidis,ATH,14,150.5,54,19,0.5,0,0.0,16,0.889,20,23,43,7,3,2,3,32,1985,Jul,"Jul 4, 1985",6-10,208,265,120,Greece,,,,,C
Greek-HEBA-A1,2019 - 2020,International,Kostas Kakaroudis,IRAK,16,172.0,51,18,0.346,7,0.28,8,0.667,4,12,16,9,5,2,11,31,1983,May,"May 2, 1983",6-9,206,245,111,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Nikos Pavlos,KOL,20,242.3,50,19,0.345,9,0.257,3,0.75,4,26,30,8,5,2,6,30,1992,Feb,"Feb 26, 1992",6-7,201,185,84,United States / Greece,Olympus High School,,,,GF
Greek-HEBA-A1,2019 - 2020,International,Stavros Schizas,PAOK,17,203.3,45,13,0.419,5,0.333,14,0.824,9,23,32,13,6,2,6,37,1989,Jan,"Jan 10, 1989",6-5,196,205,93,Greece,,,,,GF
Greek-HEBA-A1,2019 - 2020,International,Tomislav Petrovic,PAI,14,317.5,45,13,0.26,8,0.242,11,0.917,5,25,30,14,5,2,12,38,1985,Mar,"Mar 10, 1985",6-6,198,188,85,Croatia,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Theodoros Tsiloulis,ERMI,16,186.6,45,14,0.318,11,0.297,6,0.75,1,13,14,7,13,0,6,13,1993,Feb,"Feb 12, 1993",6-3,191,185,84,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Dimitrios Cheilaris,ERMI,17,141.9,44,17,0.472,3,0.214,7,0.7,9,11,20,1,2,3,2,24,1990,Aug,"Aug 18, 1990",6-9,206,N/A,,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Kostas Papadakis,PAN,12,111.6,44,13,0.5,10,0.435,8,0.889,1,10,11,14,3,0,6,24,1998,Sep,"Sep 27, 1998",6-3,191,173,78,Greece,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Lefteris Mantzoukas,PROM,14,173.1,44,17,0.436,6,0.353,4,0.667,7,14,21,6,3,0,4,18,2003,Jul,"Jul 8, 2003",6-9,206,220,100,Greece,,,,,F
Greek-HEBA-A1,2019 - 2020,International,Zois Karampelas,PER,11,130.5,41,11,0.282,7,0.241,12,0.75,7,17,24,22,3,0,10,25,2001,Apr,"Apr 27, 2001",6-1,185,180,82,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Vassilis Xanthopoulos,PER,15,238.9,39,14,0.298,6,0.261,5,0.625,8,27,35,53,23,1,17,35,1984,Apr,"Apr 29, 1984",6-2,188,205,93,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Dimitris Legkikas,LAV,16,133.4,37,14,0.368,8,0.308,1,1.0,3,11,14,2,6,0,8,26,1995,Jan,"Jan 14, 1995",6-10,208,N/A,,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Marios Batis,IONI,15,184.9,36,12,0.293,10,0.357,2,0.5,3,27,30,23,8,1,10,39,1980,Jun,"Jun 20, 1980",6-2,188,205,93,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Amanze Egekeze,PAOK,11,146.4,36,11,0.379,8,0.348,6,0.667,3,23,26,4,1,0,4,13,1995,Dec,"Dec 3, 1995",6-8,203,220,100,United States / Nigeria,Huntley High School,,,,F
Greek-HEBA-A1,2019 - 2020,International,B.J. Stith,IONI,10,109.4,33,13,0.406,4,0.308,3,0.75,3,17,20,4,3,0,4,9,1995,Dec,"Dec 5, 1995",6-5,196,205,93,United States,Brunswick High School,,,,G
Greek-HEBA-A1,2019 - 2020,International,Anastasios Spiropoulos,ERMI,12,130.3,30,10,0.455,2,0.5,8,1.0,4,10,14,3,0,2,5,14,1995,Apr,"Apr 1, 1995",6-10,208,235,107,Greece,,,,,F
Greek-HEBA-A1,2019 - 2020,International,Alexis Spyridonidis,RETH,12,79.1,23,7,0.269,4,0.267,5,0.556,3,1,4,8,5,0,7,7,1995,Feb,"Feb 3, 1995",6-0,183,175,79,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Sotiris Katoufas,IONI,10,78.7,21,5,0.294,3,0.5,8,0.727,1,6,7,2,0,2,2,18,1979,Jul,"Jul 10, 1979",6-9,206,240,109,Greece,,,,,FC
Greek-HEBA-A1,2019 - 2020,International,Stelios Poulianitis,KOL,14,124.9,21,6,0.4,4,0.444,5,0.625,1,7,8,12,4,0,11,15,1995,Apr,"Apr 3, 1995",6-2,188,178,81,Greece,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Dimitrios Kalaitzidis,IRAK,16,137.2,18,6,0.3,5,0.313,1,0.5,2,14,16,18,3,1,6,27,1985,Feb,"Feb 15, 1985",6-6,198,176,80,Greece,,,,,GF
Greek-HEBA-A1,2019 - 2020,International,Savvas Tsougarakis,PAI,12,75.7,16,7,0.438,0,0.0,2,0.333,1,5,6,1,2,1,4,5,1986,Mar,"Mar 24, 1986",6-10,208,230,104,Greece,,,,,C
Greek-HEBA-A1,2019 - 2020,International,Fotios Georgalas,IRAK,14,45.5,15,6,1.0,0,0.0,3,0.375,2,8,10,1,0,0,5,14,2001,Jun,"Jun 26, 2001",6-9,206,210,95,Greece,,,,,PF
Greek-HEBA-A1,2019 - 2020,International,Giannis Sidiroilias,ARI,10,43.8,13,6,0.857,1,0.5,0,0.0,1,3,4,3,0,0,0,12,2001,Oct,"Oct 29, 2001",6-7,201,N/A,,Greece,,,,,SG
Greek-HEBA-A1,2019 - 2020,International,Pantelis Maragakis,RETH,16,64.2,11,3,0.3,1,0.167,4,0.571,2,2,4,2,0,0,5,11,1996,Sep,"Sep 4, 1996",6-5,196,N/A,,Greece,,,,,PG
Greek-HEBA-A1,2019 - 2020,International,Christopher Razis,RETH,17,108.3,9,3,0.13,3,0.176,0,0.0,4,8,12,7,2,0,9,19,1989,Jul,"Jul 7, 1989",6-5,196,200,91,Switzerland / Cyprus,,,,,SF
Greek-HEBA-A1,2019 - 2020,International,Ioannis Chatzinikolas,PAOK,11,33.5,8,3,0.3,1,0.143,1,0.5,1,2,3,2,0,0,0,0,1995,Oct,"Oct 7, 1995",6-4,193,187,85,Greece,,,,,G
Greek-HEBA-A1,2019 - 2020,International,Giorgos Garezos,RETH,11,38.5,6,2,0.5,2,0.667,0,0.0,0,2,2,0,0,0,0,5,1995,Nov,"Nov 20, 1995",6-6,198,N/A,,Greece,,,,,F
Hungarian-NBIA,2019 - 2020,International,Andre Jones,SZO,21,657.0,422,158,0.5,55,0.433,51,0.729,26,69,95,54,33,6,55,58,1990,Jan,"Jan 30, 1990",6-2,188,196,89,United States / Slovakia,Nansemond River High School,,,,GF
Hungarian-NBIA,2019 - 2020,International,Reggie Johnson,ZTE,20,677.0,422,161,0.498,45,0.409,55,0.753,11,56,67,73,29,4,56,61,1994,May,"May 7, 1994",6-2,188,190,86,United States,St. Joseph High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Brian Asbury,NAT,22,736.0,411,179,0.583,0,0.0,53,0.631,53,79,132,33,41,6,29,60,1986,Oct,"Oct 1, 1986",6-7,201,221,100,United States,South Miami High School,,,,SF
Hungarian-NBIA,2019 - 2020,International,Julian Norfleet,KAP,22,685.0,365,127,0.416,55,0.379,56,0.767,12,53,65,77,31,3,43,67,1991,Nov,"Nov 2, 1991",6-2,188,165,75,United States,Landstown High School,,,,G
Hungarian-NBIA,2019 - 2020,International,Rashun Davis,KAP,22,691.0,364,127,0.443,44,0.389,66,0.776,14,49,63,105,38,2,74,48,1993,Oct,"Oct 7, 1993",5-11,180,185,84,United States,Davidson Day School,,,,G
Hungarian-NBIA,2019 - 2020,International,Marko Derasimovic,KTE,19,649.0,361,118,0.5,32,0.381,93,0.756,16,54,70,56,25,2,43,43,1984,Jul,"Jul 22, 1984",6-4,193,205,93,Serbia,,,,,SG
Hungarian-NBIA,2019 - 2020,International,Shannon Evans,ATO,20,649.0,361,118,0.435,44,0.331,81,0.827,11,63,74,138,26,10,58,23,1994,Jul,"Jul 19, 1994",6-1,185,172,78,United States / Guinea,Hargrave Military Academy ,,,,G
Hungarian-NBIA,2019 - 2020,International,Dirk Williams,ZTE,21,649.0,356,125,0.517,59,0.468,47,0.839,5,72,77,35,22,23,22,29,1994,Aug,"Aug 24, 1994",6-5,196,180,82,United States,Homewood High School,,,,SG
Hungarian-NBIA,2019 - 2020,International,Ante Krapic,NAT,22,703.0,346,117,0.485,40,0.408,72,0.72,48,95,143,28,20,4,25,57,1985,Dec,"Dec 19, 1985",6-8,203,228,103,Croatia,,,,,SF
Hungarian-NBIA,2019 - 2020,International,Krisztian Wittmann,KTE,21,739.0,338,120,0.443,57,0.388,41,0.788,5,43,48,111,31,0,58,52,1985,May,"May 22, 1985",6-1,185,159,72,Hungary,,,,,G
Hungarian-NBIA,2019 - 2020,International,Jordon Varnado,EGIS,21,586.0,336,123,0.526,45,0.446,45,0.662,24,86,110,38,21,20,23,61,1997,May,"May 12, 1997",6-6,198,235,107,United States,Haywood High School,,,,SF
Hungarian-NBIA,2019 - 2020,International,Nick Faust,ATO,21,541.0,326,121,0.484,48,0.381,36,0.766,27,81,108,40,24,7,35,54,1993,Feb,"Feb 25, 1993",6-6,198,210,95,United States,Baltimore City College High School,,,,G
